날짜,시간,광역,지역,종류,코드,내용,긴급도
2024-09-19,14:46:27,전북특별자치도,전북특별자치도,폭염,7,"오늘 도내 전지역 폭염특보 발령. 야외 활동을 자제하세요, 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하세요. [전북특별자치도]",3
2024-06-18,11:03:56,충청남도,논산시,폭염,7,"오늘 오전 10시부로 우리지역 폭염주의보 발효. 야외활동 자제 및 충분한 물섭취, 그늘에서 휴식 등 건강관리에 유의하시기 바랍니다. [논산시]",3
2024-08-13,11:04:47,강원특별자치도,강원특별자치도,물놀이,21,"충분한 준비운동, 구명조끼 착용, 음주 후 수영금지 등 물놀이 안전수칙 준수로 안전하고 즐거운 물놀이를 즐기시기 바랍니다.[강원특별자치도]",1
2024-07-03,14:21:38,서울특별시,서울경찰청,실종,18,"동작구에서 목격된 이정자씨(여,87세)를 찾습니다-156cm,카키점퍼,밤색하의,밤색운동화,스카프,백팩,안경착용 vo.la/LXHWJ / ☎182 [서울경찰청]",1
2024-11-28,21:59:16,제주특별자치도,제주도,대설,13,"제주도산지 대설경보 발효 중. 22시부로 1100도로, 516도로 전면통제, 안전사고에 유의바라며 제주경찰청 도로 통제상황 확인바랍니다. [제주도]",2
2024-08-21,4:54:00,충청남도,서산시,호우,6,"호우경보 발효중 △통로박스(굴다리) 통행자제 △주택 등 침수 시 전기ㆍ가스 차단 후 대피 △하천, 계곡 등 위험지역 접근금지 [서산시]",2
2024-08-29,10:01:45,충청북도,충북경찰청,실종,18,"제천시에서 배회중인 김용범씨(남,54세)를 찾습니다-170cm,흰색반팔티,베이지색반바지,검정운동화,검정크로스백 vo.la/vmsACD / ☎182 [충북경찰청]",1
2024-07-11,10:28:20,강원특별자치도,원주시,폭염,7,"오늘부터 원주지역에 폭염이 예상되니, 온열질환을 예방하기 위하여 충분한 수분섭취 및 가급적 야외 활동을 자제하여 주시기 바랍니다. [원주시]",2
2024-10-26,9:33:21,서울특별시,서울경찰청,실종,18,"동대문구 주민인 박헌철씨(남,84세)를 찾습니다-162cm,63kg,백색짧은머리,파란점퍼,쥐색바지,삼선슬리퍼
vo.la/uQkLRy /☎112 [서울경찰청]",1
2025-02-05,14:03:35,경상북도,의성군,한파,15,"낮시간 영하권 지속
▷강추위가 예상되므로 외출 시 방한용품 착용
▷수도계량기 동파 방지, 화재예방 점검
▷도로결빙 안전 운전 바랍니다[의성군]",2
2025-03-25,19:04:26,경상북도,영양군,산불,3,금번 산불로 인하여 석보면 주민들은 영양읍 군민회관으로 대피하여 주시기 바랍니다.[영양군],4
2024-07-16,10:47:28,경상남도,진주시,호우,6,"금일 낙뢰를 동반한 호우가 예상되니, 야외활동 시 주의바라며 낙뢰 발생 시에는 실내의 안전한 장소로 이동하기시 바랍니다.[진주시]",2
2023-12-21,11:55:13,충청남도,아산시,대설,13,현재 아산시에 대설주의보가 발표되어 많은 눈이 내리고 있습니다. 등산객 안전을 위해 대설주의보 해제시까지 등산로를 전면 폐쇄하오니 입산 삼가기 바랍니다.[아산시],3
2024-07-18,7:24:48,서울특별시,중랑구청,호우,6,"많은비가 지속되니 하천변,급경사지,저지대 등 위험지역 접근을 금지하시고 출근길 빗길 안전에 유의바랍니다.  [중랑구청]",2
2024-12-27,20:05:57,전북특별자치도,순창군,대설,13,"오늘 21:00  순창군 대설주의보 발효. 야외 활동과 차량 운행 자제, 축사/비닐하우스 붕괴 등 안전에 유의 바랍니다. [순창군]",3
2025-03-24,17:56:56,경상북도,구미시,건조,2,건조한 대기와 강풍으로 산불위험이 매우 높으니 ▲소각금지 ▲인화물 소지 입산금지 등 산불이 발생하지 않도록 주의하시기 바랍니다. [구미시],1
2024-09-16,15:02:36,충청북도,충청북도,폭염,7,"현재 폭염특보 발효 중으로 야외활동 자제와 충분한 물 섭취, 온열질환 예방 등 건강 및 안전관리에 유의하시기 바랍니다. [충청북도]",2
2024-11-15,11:40:25,인천광역시,옹진군,대조기,11,11.15.(금)~11.17.(일)까지 해수면 수위차가 큰 대조기로 해안가 저지대 및 시설물 침수·범람의 우려가 있으므로 안전에 유의하시기 바랍니다.[옹진군],2
2025-03-03,9:58:35,강원특별자치도,삼척시,한파,15,"밤사이 많은 눈이 내렸습니다.▲내 집,내 점포 앞 눈 치우기▲시설물(비닐하우스 등) 피해 예방조치▲차량 운행 자제 등 안전사고에 유의하시기 바랍니다. [삼척시]",2
2023-09-22,20:23:11,경상북도,,산불,3,[정정] [모의훈련] [의성군] 오늘 19:55경 의성군 금성면 대리리 150번지 산불 발생 상황은 훈련상황임을 알려드립니다. 죄송합니다.,1
2024-08-13,15:02:31,경상남도,창녕군,폭염,7,"창녕군 폭염경보 발효 중 ▲낮 시간(12시~17시) 야외작업 자제 ▲폭염 안전수칙 준수(물, 그늘 휴식) 등 건강관리에 유의바랍니다.[창녕군]",2
2024-06-29,17:44:36,강원특별자치도,영월군,하천,23,"오늘 밤부터 내일 오전까지 강한비가 예보되어 있습니다. 하천변 저지대, 산사태 우려지역 등 위험구역 접근금지 및 야영객 등 안전에 각별히 유의바랍니다.[영월군]",2
2024-09-21,8:59:26,충청남도,금강홍수통제소,홍수,5,"오늘 09:00 봉황천 금산군(제원교)지점 홍수주의보. 피해에 대비 바랍니다. 내 위치, 침수우려지역 확인 vo.la/PKONek [금강홍수통제소]",3
2024-08-18,13:52:57,경상북도,성주군,폭염,7,"금일 무더위가 지속되고 있습니다. 야외 활동 자제, 충분한 수분섭취, 그늘에서 휴식 및 물놀이 안전수칙 준수등 안전관리에 유의하시기 바랍니다. [성주군]",2
2024-09-26,15:26:47,전라남도,전남경찰청,실종,18,"목포시에서 실종된 박순임씨(여,72세)를 찾습니다-155cm,40kg,반백,검정계열긴팔,국방색하의,검정운동화
vo.la/jEfNSM / ☎182 [전남경찰청]",1
2024-10-15,18:44:11,경기도,경기남부경찰청,실종,18,"경찰은 화성시 주민인 박은순씨(여, 74세)를 찾습니다- 150cm,55kg,반백발머리,남색상의,남색바지 vo.la/YKKrim /☎112 [경기남부경찰청]",1
2024-09-14,15:00:29,충청북도,충청북도,폭염,7,"폭염과 열대야 지속 중 △온열질환 발생이 높아짐에 따라 장시간 야외활동(작업) 자제하시고 폭염예방수칙(물,그늘,휴식)을 준수하시기 바랍니다. [충청북도]",2
2024-07-20,19:41:05,경기도,경기남부경찰청,실종,18,"수원시 주민인 김호순씨(여,57세)를 찾습니다- 155cm,단발묶음머리,검정흰색체크반팔남방,회색바지,빨강운동화 vo.la/GDRTT /☎112 [경기남부경찰청]",1
2023-09-01,18:23:00,부산광역시,,호우,6,"[행정안전부] 오늘 18시20분 부산,전남(고흥) 호우주의보 발효. 대중교통을 이용하시고 빗길 안전에 주의하시기 바랍니다.",3
2024-01-22,17:22:52,전북특별자치도,장수군,한파,15,"한파주의보 발효중으로 야외활동 자제, 방한용품 착용, 수도계량기 동파예방, 노약자 건강관리, 화재사고 예방 등 안전관리에 주의하시기 바랍니다.[장수군]",2
2024-08-14,12:12:52,경상북도,청송군,폭염,7,"우리군 폭염경보 발효중. 낮 시간대 야외 활동 자제, 작업을 중단하여 주시고 충분한 물 섭취 및 그늘에서 휴식을 취하는 등 건강관리에 유의바랍니다. [청송군]",2
2024-01-10,19:00:27,광주광역시,광주경찰청,실종,18,"동구에서 실종된 이순자씨(여,74세)를 찾습니다-150cm,55kg,검정패딩,검정바지,검정신발,검정모자 
vo.la/DfsZD / ☎112 [광주경찰청]",1
2024-07-08,18:05:09,경상북도,예천군,하천,23,상류댐 방류로 하천수위가 상승되어 한천(예천철도교~대왕교 일부구간) 산책로가 침수되었으니 산책로와 하천 둔치 출입을 금하여 주시기 바랍니다.[예천군],2
2023-10-22,16:48:16,울산광역시,,실종,18,"[울산경찰청] 경찰은 남구에서 실종된 심규호씨(남, 80세)를 찾고 있습니다 - 170cm, 70kg, 회색패딩조끼, 회색바지 vo.la/Sq74p / ☎182",1
2024-10-20,17:57:51,충청남도,당진시,지진해일,14,"오늘 18시부로 당진시 폭풍해일주의보 발령. 해수면 수위 상승으로 인한 저지대 침수 등 피해가 우려되니, 안전에 유의하시기 바랍니다. [당진시]",3
2024-08-20,6:26:06,울산광역시,울주군,호우,6,"오늘 06시 05분 호우주의보 발표에 따라 하천변 산책로, 계곡, 저지대, 산 인접지 등 위험 지역에는 접근 삼가해주시기 바랍니다.[울주군]",3
2024-08-05,11:29:26,전라남도,구례군,폭염,7,"현재 구례군에 폭염경보 발효 중. 낮 시간대 야외활동(논,밭,하우스 등) 및 외출 자제. 폭염 안전수칙(물,그늘,휴식)준수 등 건강관리에 유의바랍니다. [구례군]",2
2024-12-21,11:01:13,강원특별자치도,양구군,교통,20,"밤 사이 기온 급강하로 인한 도로 결빙이 예상되오니 차량 안전운행 및 농작물, 축산, 상수도 보온에 각별히 주의하여 주시기 바랍니다. [양구군]",2
2024-01-31,15:12:57,경기도,경기남부경찰청,실종,18,"군포시에서 실종된 이의호씨(남,63세)를 찾습니다-172cm,회색패딩(목깃검정털),등산복상하의,정장구두 
vo.la/BpLOP / ☎182 [경기남부경찰청]",1
2025-03-26,15:02:56,경상북도,안동시,기타,24,관내 바람이 강해질 것으로 전망됩니다. 마을 주민분들께서는 지금 즉시 안전한 곳(경로당 등 대피소)으로 대피하여 주시기 바랍니다.[안동시],4
2025-01-27,17:55:36,충청남도,서산시,대설,13,"오늘 17:00 대설주의보 발표, 많은 눈이 예상되오니, 취약시설물을 점검하시고 도로결빙에 따른 감속운행, 보행자 낙상사고에 유의 바랍니다. [서산시]",3
2024-08-08,10:08:10,전라남도,해남군,물놀이,21,"휴가철 물놀이 안전수칙 준수 ▲준비운동하기▲구명조끼 착용▲음주후 수영금지▲어린이는 보호자와 함께▲안전수칙 준수로 물놀이,낚시 등 수상안전사고 유의 바람.[해남군]",1
2024-02-21,17:03:11,충청남도,홍성군,한파,15,"22일 오전까지 비 또는 눈이 예보되고 있어 도로 결빙으로 인한 미끄럼 사고가 우려되오니 감속운행, 차간거리 유지 등 안전에 유의하시기 바랍니다. [홍성군]",2
2023-09-20,18:58:52,세종특별자치시,,호우,6,"[세종시청] 호우경보, 산사태 주의보 발령 ▲퇴근길 안전유의 ▲입산금지 ▲위험지역 접근금지. 안전사고에 유의하시기 바랍니다.",3
2024-07-10,2:24:09,충청남도,계룡시,호우,6,"현재 집중호우로 인한 호우경보 발효중. 하천변, 산사태취약지역, 급경사지 등 접근자제 및 위험징후 발생 시 마을회관 등으로 즉시 대피하시기 바랍니다. [계룡시]",2
2024-07-18,18:19:36,경기도,동두천시,교통,20,"폭우로 운행중지 되었던, 경원선 전 구간의 열차 운행을 재개합니다. 다만, 기상상황에 따라 변동될 수 있으니 운행상황을 사전에 확인하시기 바랍니다. [동두천시]",1
2025-03-25,14:58:32,경상북도,의성군,산불,3,(대피명령 발령) 산불 확산으로 안계면 안정2리 주민과 등산객은 안정2리경로당으로 대피하시기바랍니다. [의성군],4
2025-03-21,16:42:37,전라남도,광양시,산불,3,오늘 16:20 광양시 진상면 황죽리 810일원 산불 발생. 입산 금지. 인근 주민과 등산객은 안전사고에 주의하세요. [광양시],2
2023-12-21,13:00:36,전라남도,신안군,대설,13,우리군 대설경보 발효 중. ▲ 외출 및 야외활동 자제 ▲ 눈길 미끄럼 주의 ▲ 교량 등 결빙지역 안전에 유의하시기 바랍니다. [신안군],2
2024-08-02,8:10:18,부산광역시,강서구,폭염,7,"폭염경보 발효중이오니 장시간의 야외활동과 한낮 야외작업(논,밭,건설현장 등)을 자제하시고 그늘에서 휴식과 충분한 수분섭취 등 건강관리에 유의 바랍니다.[강서구]",2
2024-09-15,17:23:02,인천광역시,인천광역시,북한,22,북한이 대남 쓰레기풍선(추정)을 다시 부양중임. 시민들께서는 적재물 낙하에 주의 및 풍선발견시 접촉하지 마시고 군부대나 경찰에 신고해주시기바랍니다.[인천광역시],3
2025-03-21,17:33:02,경상남도,산청군,산불,3,오늘 15:26 시천면 신천리 산39 산불 발생. 점동마을 방향으로 확산중. 인근 주민과 등산객은 안전한 곳으로 즉시 대피하시기 바랍니다. [산청군],4
2024-05-30,11:16:37,서울특별시,서울경찰청,실종,18,"강서구 주민인 임윤순씨(여,86세)를 찾습니다-147cm,진녹색잠바,회색체크무늬바지,검정가방백팩2개소지,회색모자 vo.la/ytDoa / ☎182 [서울경찰청]",1
2023-12-17,15:54:37,경기도,경기남부경찰청,실종,18,"경찰은 수원시에서 실종된 문승준(남, 17세)을 찾습니다 -175cm,60kg, 검정롱패딩,회색긴바지,운동화 vo.la/GHcRD / ☎182 [경기남부경찰청]",1
2024-08-17,10:00:51,경상북도,문경시,물놀이,21,여름철 물놀이 사고 예방을 위해 안전수칙을 준수하여 주시기 바랍니다 ▲충분한 준비운동▲구명조끼 착용▲음주 및 야간 수영 금지▲어린이는 보호자와 동행 [문경시],1
2024-05-05,14:13:24,부산광역시,금정구,호우,6,"집중호우로 인해 금일 15시부 수영강 산책로를 전면 통제 예정입니다. 하천변, 저지대 등 위험지역 출입을 삼가시기 바랍니다. [금정구]",2
2023-09-22,18:12:14,경상북도,,교통,20,"[울진군청] 군도20호선(울진읍 온양리 산6-4) 일차로 교통 통제, 작업완료 시까지 안전운전 바랍니다.(054-789-6970~4)",2
2024-07-26,1:45:19,제주특별자치도,행정안전부,호우,6,"오늘 01:40 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험 지역에는 가지 마시고, 대피 권고를 받으면 즉시 대피하세요. [행정안전부]",3
2024-07-31,13:53:00,전라남도,화순군,폭염,7,"체감기온 34도 내외로 무더운 날씨가 지속되고 있습니다. 낮시간 야외활동을 자제하시고 폭염안전수칙(물,휴식 등)을 준수하여 건강관리에 유의바랍니다. [화순군]",2
2023-09-20,23:20:45,부산광역시,,기타,24,[동래구청] 가족이나 지인이 장전동역 온천장 지하철역 인근으로 가셨다가 연락이 안되시거나 이를 목격하신 분은 119로 신고해 주시면 감사하겠습니다.,1
2023-12-21,7:05:12,전라북도,익산시,한파,15,밤사이 내린 눈과 낮은 기온으로 도로 결빙이 예상되오니 출근길 차량 운행 및 보행에 주의하시기 바랍니다. [익산시],2
2024-01-11,16:29:27,서울특별시,서울경찰청,실종,18,"은평구에서 실종된 이흥용씨(남,86세)를 찾습니다 -165cm,52kg,국방색패딩,검정바지,검정신발 
vo.la/QBVjT / ☎182 [서울경찰청]",1
2023-11-17,15:44:05,경상북도,,강풍,17,"[포항시]강한 바람이 내일 밤까지 지속되니 간판 등 부착물 고정, 선박 묶기, 비닐하우스 등 시설물 피해 주의, 해안 접근 금지 등 안전에 주의 바랍니다.",2
2024-08-15,11:37:44,전라남도,구례군,폭염,7,"현재 구례군에 폭염경보 발효 중. 낮 시간대 야외활동(논,밭,하우스 등) 및 외출 자제. 폭염 안전수칙(물,그늘,휴식)준수 등 건강관리에 유의바랍니다. [구례군]",2
2025-02-07,10:27:06,전북특별자치도,남원시,대설,13,"우리지역에 대설과 한파가 지속중입니다. ▲비닐하우스, 축사 등 무리한 1인 제설 자제 ▲도로 미끄럼 사고 등 안전에 유의바랍니다. [남원시]",2
2024-08-05,18:04:09,대구광역시,기상청,호우,6,"18:02, 칠곡군 가산면 인근 50mm/h 이상 강한 비로 침수 등 우려(국민행동요령: cbs2.kma.go.kr) Heavy rain [기상청]",2
2024-04-24,9:42:58,서울특별시,서울경찰청,실종,18,"영등포구에서 최종 목격된 이유경씨(여,22세)를 찾습니다-155cm,80kg,검정바람막이,연한청바지,흰색운동화 
vo.la/xFECU / ☎182 [서울경찰청]",1
2023-09-04,10:11:02,전라남도,,폭염,7,"[영암군] 10:00 폭염주의보 발효. 논밭 및 공사장 등 야외활동 자제, 충분한 수분 섭취, 무더위 쉼터 이용 등 건강관리에 각별히 유의하시기 바랍니다.",3
2024-07-18,15:34:14,서울특별시,도봉구청,호우,6,현재 많은 비로 인해 세일교 일대(도봉동468-17) 하천 범람 우려로 이동 통제중입니다. 인근 차량 이동 조치 및 주민은 안전에 유의하시기 바랍니다.[도봉구청],2
2025-03-31,14:00:24,경상북도,경산시,산불,3,"산림보호법에 의거 고의로 산불을 낸 경우 최대15년이하의 징역, 과실로 산불을 낸 경우 3년이하의 징역 또는 3천만원이하의 벌금에 처해질 수 있습니다. [경산시]",1
2024-08-06,8:45:02,대구광역시,군위군,폭염,7,"폭염경보 발효 중. 낮시간 동안 영농 작업 등 실외 활동 자제, 충분한 물 섭취 및 그늘에서 휴식을 취하는 등 건강관리에 유의하시길 바랍니다. [군위군]",2
2024-11-25,17:45:18,충청남도,충남경찰청,실종,18,"경찰은 아산시 주민인 박성호씨(남, 76세)를 찾습니다- 156cm,60kg,황토색점퍼,검정색바지,검정모자 착용 vo.la/FOZOOO /☎182 [충남경찰청]",1
2023-11-11,16:36:27,충청남도,,실종,18,"[충남경찰청] 천안시에서 실종된 노영은씨(여,38세)를 찾습니다 -168cm,50kg,검정패딩,검정바지,흰운동화,노란색가방
vo.la/EGPzo / ☎182",1
2023-09-20,20:30:48,경상북도,,호우,6,"[행정안전부] 오늘 20시25분 경북(영양평지,안동,경북북동산지) 호우주의보 발효. 대중교통을 이용하시고 빗길 안전에 주의하시기 바랍니다.",3
2025-02-04,7:00:46,부산광역시,부산시,한파,15,오늘 아침 기온이 영하7도(체감 영하 14도)로 매우 춥습니다. 개인 보온관리와 수돗물 동파방지 및 강풍으로 인한 낙하물 관리에 주의하시기 바랍니다.[부산시],2
2024-03-10,15:43:28,서울특별시,서울경찰청,실종,18,"관악구에서 최종 목격된 류다영(여,15세)을 찾습니다-155cm,48kg,검정후드티,회색바지,검정신발,검정가방 
vo.la/DqKCU / ☎112 [서울경찰청]",1
2024-08-16,10:08:11,경상남도,합천군,물놀이,21,"물놀이 전 충분한 준비운동, 야간 및 음주 수영 금지, 안전요원 등 사람 많은곳에서, 구명조끼 등 안전장비 착용하여 안전한 물놀이를 합시다. [합천군]",1
2024-07-07,9:56:07,경상북도,경주시,폭염,7,"무더위가 지속되고 있습니다. 낮 시간 야외 활동을 자제하시고, 충분한 수분 섭취, 그늘에서 휴식을 취하는 등 건강관리에 유의하시기 바랍니다. [경주시]",2
2024-08-07,10:17:45,경상남도,거창군,폭염,7,"폭염경보 지속 발효중 ▲12~17시 야외활동 자제 ▲ 외출 시 양산쓰기, ▲충분한 수분 섭취 ▲그늘에서 휴식 등 건강관리에 각별히 유의하시기 바랍니다. [거창군]",2
2024-06-27,15:50:15,서울특별시,서울경찰청,실종,18,"마포구 배회중인 김상훈씨(남, 29세)를 찾습니다 -180cm, 70kg, 주황색과 파란색 줄무늬티셔츠, 검정바지 vo.la/hfPPX /☎182 [서울경찰청]",1
2024-07-19,13:54:15,경상북도,경북경찰청,실종,18,"구미시에서 배회 중인 백타군씨(남,75세)를 찾습니다-160cm,60kg,검정긴팔점퍼,검정긴바지,국방색모자
vo.la/pPixF /☎182 [경북경찰청]",1
2024-07-28,10:28:19,경상남도,양산시,폭염,7,"폭염이 연일 지속되고 있습니다. 외출 및 야외 작업(논밭,공사장 등)을 자제하여 주시고 폭염 안전수칙(물,그늘,휴식)준수로 건강관리에 유의 바랍니다.[양산시]",2
2025-04-12,10:39:59,전라남도,장흥군,강풍,17,"금일 오후부터 비를 동반한 강풍이 예보되오니▲야외활동 및 해안가 접근 자제▲간판,선박 및 농축산시설 고정▲보행 시 낙하물 주의 등 안전에 유의 바랍니다.[장흥군]",2
2024-06-19,14:53:34,경상북도,예천군,폭염,7,"예천군 폭염주의보 발효 중. 낮시간 영농작업 등 실외활동을 자제하고 무더위쉼터를 이용바라며, 충분한 물섭취 및 휴식 등 건강관리에 유의하시기 바랍니다. [예천군]",2
2024-07-15,20:14:22,인천광역시,인천경찰청,실종,18,"부평구에서 배회중인 고흥순씨(남,84세)를 찾습니다-170cm,58kg,녹색잠바,회색츄리닝,남색운동화,스포츠머리 vo.la/gUZEd /☎112 [인천경찰청]",1
2024-05-18,16:54:32,서울특별시,서울경찰청,실종,18,"금천구 주민인 김명애씨(여,66세)를 찾습니다 -150cm,80kg,흰색반팔티,청바지,흰색운동화
 vo.la/GJics / ☎112 [서울경찰청]",1
2024-10-09,19:40:31,강원특별자치도,홍천군,기타,24,"연봉 청솔아파트 부근 멧돼지가 출몰하고 있으니, 인근 주민들께서는 안전에 유의하시기 바랍니다. [홍천군]",3
2024-08-31,8:58:48,경상북도,의성군,폭염,7,"낮 최고기온 33도 무더위 지속
△13~18시 논·밭,야외작업 자제 
△영농작업 시 2인 이상 공동작업
△물, 그늘, 휴식 등 온열질환에 유의바랍니다. [의성군]",2
2023-12-06,19:11:50,대구광역시,,실종,18,"[대구경찰청] 달서구에서 실종된 오옥조씨(여,76세)를 찾습니다 -160cm,60kg,꽃무늬패딩조끼,흰색실내화,회색마스크
vo.la/tubcg / ☎182",1
2024-06-13,11:12:07,대구광역시,군위군,폭염,7,"폭염주의보 발효 중. 낮시간 동안 영농 작업 등 실외 활동 자제, 충분히 물 섭취 및 그늘에서 휴식을 취하는 등 건강관리에 유의하시길 바랍니다. [군위군]",2
2025-02-07,2:41:12,강원특별자치도,기상청,지진해일,14,2025-02-07 02:35충북 충주시 북서쪽 22km 지역에서 발생한 규모 4.2 지진은 상세분석을 통해 규모 3.1로 조정됨 [기상청],3
2025-03-25,16:29:07,충청북도,보은군,강풍,17,"현재 강풍이 불고 있습니다. 야외 활동 가급적 자제, 취약시설 비닐하우스 입간판 등은 단단히 고정하시고 안전에 유의. [보은군]",2
2024-07-11,14:57:47,경상북도,김천시,하천,23,7월 11일 16:30 부터 21일 18:00 까지 부항댐 초당 30톤 이내 수문방류 예정. 하천변 주변 시설물 및 안전관리에 유의하시기 바랍니다.[김천시],2
2024-09-10,14:10:20,경상북도,김천시,폭염,7,"폭염주의보 발효중. 무더위쉼터 이용, 폭염예방안전수칙(물,그늘,휴식) 준수, 한낮 야외활동및(1인)작업 자제, 충분한 휴식으로 건강관리에 유의바랍니다 [김천시]",2
2024-08-17,12:08:42,경상북도,고령군,물놀이,21,휴가철 물놀이 안전사고 발생위험이 높으니 ▲물놀이 위험지역 접근금지▲구명조끼 착용▲충분한 준비운동▲음주 후 수영금지▲어린이는 보호자와 동행 등 안전유의 [고령군],1
2025-04-04,11:00:49,전북특별자치도,고창군,산불,3,산불재난 국가위기 경보 심각단계 발효 중 ▲ 불법 소각행위 강력 단속 실시 ▲ 적발 시 과태료(30만원 이상)부과 ▲ 산불 예방에 적극 협조 바랍니다. [고창군],1
2024-07-10,5:42:49,경상북도,김천시,교통,20,"김천공단 내 환경사업소 앞  도로 전면 차단중, 통행 차량은 우회하시기 바랍니다. [김천시]",2
2025-03-23,9:38:14,전라남도,해남군,기타,24,영암·무안군 구제역 확산 “해남군 차단방역 강화“ 축산농가▲내외부소독철저▲모임(행사)금지▲거점소독필증 휴대의무화▲방역수칙준수/주민들은▲축산농가 방문금지 [해남군],2
2025-01-07,18:18:30,전북특별자치도,임실군,대설,13,"임실군 현재 대설주의보 발효중, 많은 눈이 예보되어 있어 도로결빙이 우려되니 야외활동 자제 및 외출시 대중교통을 이용해 주세요. [임실군]",2
2025-01-29,6:30:05,경상남도,국토교통부,대설,13,"계속되는 강설로 인해 도로가 미끄럽고, 결빙 위험성이 높습니다. 차량운행 시 감속운행 및 차간거리 확보 등 안전에 유의하시기 바랍니다. [국토교통부]",2
2024-08-16,10:02:10,전라남도,화순군,물놀이,21,휴가철 물놀이 안전수칙 준수 바랍니다. ▲준비운동▲구명조끼 착용▲안전구역에서 물놀이▲어린이는 보호자 동반▲음주후 수영 금지[화순군],1
2024-01-22,18:00:19,인천광역시,인천광역시,한파,15,"내일(23일) 최저기온 영하13도 이하 예보. 한파취약자 건강관리, 외출자제, 온열기 사용에 따른 화재주의, 수도관 동파방지 등 유의하시기 바랍니다.[인천광역시]",2
2024-08-16,17:32:31,전북특별자치도,행정안전부,호우,6,"오늘 17:30 호우주의보 발령. 하천 주변 산책로, 계곡, 급경사지, 농수로 등 위험 지역에는 가지 마시고, 하천 범람에 주의하세요. [행정안전부]",3
2024-08-17,11:13:59,대구광역시,군위군,물놀이,21,"물놀이 사고 예방을 위해 하천, 계곡 등 물놀이 시 구명조끼 착용, 어린이는 보호자와 함께 하기, 음주 후 수영금지 등 안전수칙을 지켜주시기 바랍니다.[군위군]",1
2024-08-11,12:14:44,충청북도,음성군,폭염,7,"폭염경보 발효 중 ▲야외활동 자제 ▲야외 작업(논, 밭, 건설현장 등) 자제 ▲폭염 안전수칙(물, 그늘, 휴식)을 준수하여 안전관리에 유의 바랍니다.[음성군]",2
2024-08-22,9:49:22,제주특별자치도,제주도,물놀이,21,최근 물놀이로 인한 사고가 급증하고 있습니다. 물놀이 시 안전관리요원이 배치된 장소에서 구명조끼를 착용하는 등 안전수칙을 준수하여 주시기 바랍니다.[제주도],1
2024-05-05,11:05:20,경기도,경기도청,호우,6,"내일까지 도내 전 지역에 많은 비가 예상됩니다. 하천변 산책로, 산간계곡에서 즉시 이동하고, 저지대 거주자는 침수에 대비하시기 바랍니다. [경기도청]",2
2025-01-10,7:01:12,충청북도,충청북도,한파,15,"도내 한파특보 발효중으로 도로결빙 주의 및 차량 감속운행, 외출시 방한용품 착용, 수도관 동파예방, 한파쉼터 이용 등 안전관리에 유의하시기 바랍니다. [충청북도]",2
2024-08-15,10:10:46,강원특별자치도,양구군,폭염,7,"폭염이 지속됩니다. 낮동안 야외활동, 농작업 등 자제해 주시기 바랍니다. 물, 그늘, 휴식 등 폭염에 유의하시기 바랍니다. [양구군]",2
2025-03-03,12:02:00,제주특별자치도,행정안전부,강풍,17,"오늘 12:00 제주(제주남부) 강풍경보. 야외 활동 가급적 자제, 입간판 등은 단단히 고정하시고 안전에 유의. [행정안전부]",3
2023-11-10,14:09:43,경상북도,,한파,15,"[포항시]오늘 밤부터 한파가 예상되오니 농축수산물 피해 예방, 한랭질환 예방, 불필요한 외출 자제, 목도리 등 방한용품착용 등 안전에 유의하여 주시기 바랍니다.",2
2025-04-12,9:31:26,경상북도,경상북도,기타,24,"산림-환경-농업 합동 기동단속반 운영중 ▲쓰레기, 영농부산물 소각행위 절대금지 ▲적발시 무관용의 원칙으로 즉각 행정처분[경상북도]",1
2025-02-12,10:56:10,경상남도,양산시,대설,13,강설로 차량 통제 중이던 배내사거리~배태고개 구간 현재시각으로 차량 통행 재개함을 알려드립니다.[양산시],1
2024-09-09,13:03:34,전라남도,해남군,폭염,7,"폭염주의보 발효 중. 충분한 수분 섭취와 그늘에서 휴식, 낮 시간대 야외활동 자제, 외출 시에는 양산 이용 등 건강관리에 유의 바랍니다.[해남군]",2
2024-08-03,13:53:57,충청북도,음성군,폭염,7,"폭염경보 발효 중 ▲야외활동 자제 ▲야외 작업(논, 밭, 건설현장 등)자제 ▲ 폭염 예방(물, 그늘, 휴식)을 준수하여 안전관리에 유의하시기 바랍니다.[음성군]",2
2023-09-16,16:13:33,경상북도,,호우,6,"[포항시] 내일 새벽까지 많은 비와 낙뢰가 예상되므로 하천,계곡,해안가 등 위험지역 출입을 자제하여 주시고 하천,계곡에서의 야영을 금지하여 주시기 바랍니다.",2
2024-01-14,15:00:32,강원특별자치도,횡성군,한파,15,"현재 횡성군 전역에 눈이 내려 도로 미끄럼 사고 등 예방을 위해 감속운행, 보행 중 낙상사고 유의, 도로결빙 안전사고에 유의하여 주시기 바랍니다. [횡성군]",2
2024-05-05,11:02:32,부산광역시,기장군,호우,6,"금일 10:00 호우예비특보가 발표됨에 따라 하천변, 저지대 등 위험지역 출입을 삼가시기 바랍니다. [기장군]",3
